id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,duration_min,distance_km,avg_speed_kmh,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,fare_amount,tip_amount
id1091477,2,2016-05-07 18:36:22,2016-05-08 18:32:11,1,-73.99024200439453,40.750919342041016,-73.97628021240233,40.75088882446289,N,86149,1435.8166666666666,1.17609372107361,0.049146680702793946,40.750919342041016,-73.99024200439453,40.75088882446289,-73.97628021240233,,
id0971699,1,2016-05-19 07:20:41,2016-05-19 07:21:22,1,-73.99272918701173,40.737503051757805,-73.99273681640625,40.737449645996094,N,41,0.6833333333333333,0.0059731381162223245,0.5244706638634236,40.737503051757805,-73.99272918701173,40.737449645996094,-73.99273681640625,,
id0953001,1,2016-05-28 06:15:14,2016-05-28 06:15:54,1,-73.98403930664062,40.74663925170898,-73.98406982421875,40.746627807617195,N,40,0.6666666666666666,0.002868552752595248,0.2581697477335724,40.74663925170898,-73.98403930664062,40.746627807617195,-73.98406982421875,,
id2295021,2,2016-04-10 17:39:50,2016-04-10 18:48:17,6,-73.90351104736328,40.63916015625,-73.90310668945312,40.639209747314446,N,4107,68.45,0.03456148946705283,0.030294950592011243,40.63916015625,-73.90351104736328,40.639209747314446,-73.90310668945312,,
id3347941,1,2016-01-16 14:15:33,2016-01-16 15:03:49,2,-73.95635223388672,40.78150939941406,-73.95622253417967,40.781604766845696,N,2896,48.266666666666666,0.01522193804598935,0.018922298675953613,40.78150939941406,-73.95635223388672,40.781604766845696,-73.95622253417967,,
id1416074,2,2016-03-10 13:34:52,2016-03-10 13:49:16,1,-73.97357940673827,40.78973007202149,-73.9748306274414,40.79029083251953,N,864,14.4,0.122407856091968,0.5100327337165332,40.78973007202149,-73.97357940673827,40.79029083251953,-73.9748306274414,,
id0753277,1,2016-01-27 22:29:31,2016-01-27 22:29:58,1,-74.20985412597656,40.81685256958008,-74.20985412597656,40.81685256958008,N,27,0.45,0.0,0.0,40.81685256958008,-74.20985412597656,40.81685256958008,-74.20985412597656,,
id2134482,1,2016-01-22 16:13:01,2016-01-22 16:13:20,1,-73.77631378173827,40.64545440673828,-73.77631378173827,40.64545440673828,N,19,0.31666666666666665,0.0,0.0,40.64545440673828,-73.77631378173827,40.64545440673828,-73.77631378173827,,
id2892749,1,2016-01-18 15:24:43,2016-01-18 15:28:57,5,-73.95466613769531,40.82100296020508,-73.95466613769531,40.82100296020508,Y,254,4.233333333333333,0.0,0.0,40.82100296020508,-73.95466613769531,40.82100296020508,-73.95466613769531,,
id3289160,2,2016-06-11 13:16:55,2016-06-11 14:09:27,1,-73.98194885253906,40.76175308227539,-73.9813003540039,40.76081085205078,N,3152,52.53333333333333,0.11815326772572761,0.13494662557506962,40.76175308227539,-73.98194885253906,40.76081085205078,-73.9813003540039,,
id3431345,2,2016-06-07 12:58:48,2016-06-08 12:58:00,6,-73.9549560546875,40.77764892578125,-73.98103332519531,40.74371337890625,N,86352,1439.2,4.366103754265009,0.1820221131572405,40.77764892578125,-73.9549560546875,40.74371337890625,-73.98103332519531,,
id0931199,2,2016-05-04 22:28:43,2016-05-04 22:32:51,1,-73.95462799072266,40.77717971801758,-73.95462799072266,40.77717971801758,N,248,4.133333333333334,0.0,0.0,40.77717971801758,-73.95462799072266,40.77717971801758,-73.95462799072266,,
id2251007,2,2016-05-23 14:20:49,2016-05-23 14:20:57,1,-73.78182983398438,40.64469909667969,-73.78182983398438,40.64469909667969,N,8,0.13333333333333333,0.0,0.0,40.64469909667969,-73.78182983398438,40.64469909667969,-73.78182983398438,,
id1992673,2,2016-03-02 20:10:41,2016-03-02 20:30:53,5,-73.87531280517578,40.773681640625,-73.87531280517578,40.773681640625,N,1212,20.2,0.0,0.0,40.773681640625,-73.87531280517578,40.773681640625,-73.87531280517578,,
id3885040,1,2016-04-18 12:55:14,2016-04-18 12:55:20,1,-73.78823852539062,40.64147567749024,-73.78823852539062,40.64147567749024,N,6,0.1,0.0,0.0,40.64147567749024,-73.78823852539062,40.64147567749024,-73.78823852539062,,
id0111601,1,2016-02-02 00:48:37,2016-02-02 00:51:49,1,-73.94536590576173,40.7515983581543,-73.94528198242188,40.75153732299805,N,192,3.2,0.009799789622759587,0.18374605542674224,40.7515983581543,-73.94536590576173,40.75153732299805,-73.94528198242188,,
id1928232,1,2016-06-21 17:04:05,2016-06-21 17:10:48,1,-73.83433532714844,40.76626205444336,-73.834228515625,40.76609420776367,N,403,6.716666666666667,0.02071834207813395,0.1850770011942487,40.76626205444336,-73.83433532714844,40.76609420776367,-73.834228515625,,
id0305344,1,2016-06-10 06:14:28,2016-06-10 06:14:34,1,-73.7901840209961,40.64663696289063,-73.7901840209961,40.64664077758789,N,6,0.1,0.00042417498216584804,0.2545049892995088,40.64663696289063,-73.7901840209961,40.64664077758789,-73.7901840209961,,
id3206922,2,2016-04-24 18:38:34,2016-04-24 18:48:32,1,-73.98516845703125,40.73625946044922,-73.98516845703125,40.73625946044922,N,598,9.966666666666667,0.0,0.0,40.73625946044922,-73.98516845703125,40.73625946044922,-73.98516845703125,,
id2206138,1,2016-01-21 12:07:45,2016-01-21 12:07:51,1,-73.78271484375,40.64396667480469,-73.78271484375,40.64396667480469,N,6,0.1,0.0,0.0,40.64396667480469,-73.78271484375,40.64396667480469,-73.78271484375,,
id1606138,2,2016-04-27 15:14:54,2016-04-27 15:15:01,2,-74.1777801513672,40.69028091430664,-74.1777801513672,40.69028091430664,N,7,0.11666666666666667,0.0,0.0,40.69028091430664,-74.1777801513672,40.69028091430664,-74.1777801513672,,
id1487069,2,2016-02-13 00:21:49,2016-02-14 00:19:05,1,-73.96858978271484,40.79921722412109,-73.97958374023438,40.784713745117195,N,86236,1437.2666666666667,1.8594157001326364,0.07762299411472576,40.79921722412109,-73.96858978271484,40.784713745117195,-73.97958374023438,,
id1622938,1,2016-04-03 13:08:49,2016-04-03 13:08:59,1,-73.98722839355469,40.739524841308594,-73.98722839355469,40.73952865600586,N,10,0.16666666666666666,0.0004241749828731711,0.15270299383434163,40.739524841308594,-73.98722839355469,40.73952865600586,-73.98722839355469,,
id1262458,1,2016-03-28 09:08:36,2016-03-28 09:27:49,1,-73.95698547363281,40.78319549560546,-73.9555435180664,40.785354614257805,N,1153,19.216666666666665,0.26903304751455925,0.8399991075909916,40.78319549560546,-73.95698547363281,40.785354614257805,-73.9555435180664,,
id2119273,1,2016-01-17 21:16:33,2016-01-17 21:18:00,1,-73.98892211914062,40.75326919555664,-73.98893737792967,40.753276824951165,N,87,1.45,0.0015400280892775787,0.06372530024596877,40.75326919555664,-73.98892211914062,40.753276824951165,-73.98893737792967,,
id0068745,2,2016-05-26 17:25:41,2016-05-26 17:35:45,2,-73.95205688476561,40.7900505065918,-73.95205688476561,40.7900505065918,N,604,10.066666666666666,0.0,0.0,40.7900505065918,-73.95205688476561,40.7900505065918,-73.95205688476561,,
id2058812,1,2016-04-05 23:41:41,2016-04-05 23:42:28,1,-73.92953491210938,40.65972137451172,-73.92958068847656,40.659683227539055,N,47,0.7833333333333333,0.005736042154436482,0.4393564203398157,40.65972137451172,-73.92953491210938,40.659683227539055,-73.92958068847656,,
id3861452,2,2016-06-26 17:44:11,2016-06-26 18:06:16,2,-73.86337280273438,40.76995849609375,-73.86337280273438,40.76995849609375,N,1325,22.083333333333332,0.0,0.0,40.76995849609375,-73.86337280273438,40.76995849609375,-73.86337280273438,,
id0880084,2,2016-06-30 18:28:53,2016-06-30 19:00:02,2,-73.97896575927734,40.78536605834961,-73.98173522949219,40.78349304199219,N,1869,31.15,0.3126428958356478,0.6022014044988401,40.78536605834961,-73.97896575927734,40.78349304199219,-73.98173522949219,,
id3695064,1,2016-04-11 15:30:02,2016-04-11 15:30:19,1,-73.7940673828125,40.65717315673828,-73.7940673828125,40.65717315673828,N,17,0.2833333333333333,0.0,0.0,40.65717315673828,-73.7940673828125,40.65717315673828,-73.7940673828125,,
id1271427,1,2016-06-26 13:52:10,2016-06-26 13:52:30,1,-73.9515380859375,40.78115463256836,-73.95153045654298,40.78115463256836,N,20,0.3333333333333333,0.0006423790191712096,0.11562822345081775,40.78115463256836,-73.9515380859375,40.78115463256836,-73.95153045654298,,
id3674870,2,2016-03-18 11:54:20,2016-03-19 11:34:17,1,-73.9890899658203,40.73699188232422,-73.97233581542967,40.751510620117195,N,85197,1419.95,2.14441237058383,0.09061216397410457,40.73699188232422,-73.9890899658203,40.751510620117195,-73.97233581542967,,
id3632390,2,2016-06-08 08:54:33,2016-06-09 07:58:09,5,-73.98056030273438,40.74246597290039,-73.9847183227539,40.74861145019531,N,83016,1383.6,0.767893645916313,0.03329981118457559,40.74246597290039,-73.98056030273438,40.74861145019531,-73.9847183227539,,
id2483049,1,2016-01-07 19:22:55,2016-01-07 19:30:07,1,-73.96751403808595,40.77093124389648,-73.96675109863281,40.77145385742188,N,432,7.2,0.08662994399925916,0.7219161999938263,40.77093124389648,-73.96751403808595,40.77145385742188,-73.96675109863281,,
id3035499,2,2016-05-23 20:24:43,2016-05-23 20:36:07,1,-73.99101257324217,40.75659942626953,-73.99101257324217,40.75659942626953,N,684,11.4,0.0,0.0,40.75659942626953,-73.99101257324217,40.75659942626953,-73.99101257324217,,
id0915475,1,2016-03-14 06:03:38,2016-03-14 06:03:43,1,-73.98240661621094,40.731143951416016,-73.98240661621094,40.731143951416016,N,5,0.08333333333333333,0.0,0.0,40.731143951416016,-73.98240661621094,40.731143951416016,-73.98240661621094,,
id1005455,1,2016-02-09 11:27:53,2016-02-09 11:28:12,1,-73.79401397705078,40.65687561035156,-73.79401397705078,40.6568717956543,N,19,0.31666666666666665,0.0004241749828731711,0.08036999675491663,40.65687561035156,-73.79401397705078,40.6568717956543,-73.79401397705078,,
id3354426,2,2016-05-05 15:18:41,2016-05-06 15:11:07,1,-73.9890365600586,40.77351379394531,-73.98068237304686,40.78152084350586,N,85946,1432.4333333333334,1.1346999559820399,0.04752891166005799,40.77351379394531,-73.9890365600586,40.78152084350586,-73.98068237304686,,
id1274943,1,2016-04-06 13:29:30,2016-04-06 14:23:54,1,-73.98196411132812,40.761821746826165,-73.98640441894531,40.75565719604492,N,3264,54.4,0.7808545061187352,0.861236587630958,40.761821746826165,-73.98196411132812,40.75565719604492,-73.98640441894531,,
id0275809,1,2016-04-16 20:37:03,2016-04-16 20:43:16,1,-73.98397827148438,40.75968933105469,-73.98473358154298,40.759071350097656,N,373,6.216666666666667,0.09364282364999746,0.9037913274530586,40.75968933105469,-73.98397827148438,40.759071350097656,-73.98473358154298,,
id3174993,2,2016-06-17 22:44:35,2016-06-17 22:45:17,1,-73.78189849853516,40.644676208496094,-73.7818832397461,40.64471054077149,N,42,0.7,0.004028803878759423,0.3453260467508077,40.644676208496094,-73.78189849853516,40.64471054077149,-73.7818832397461,,
id1712432,1,2016-01-31 17:46:16,2016-01-31 18:02:04,1,-73.79071807861328,40.64409637451172,-73.79071807861328,40.64409637451172,N,948,15.8,0.0,0.0,40.64409637451172,-73.79071807861328,40.64409637451172,-73.79071807861328,,
id3121807,1,2016-03-03 10:10:35,2016-03-03 10:35:50,1,-74.01327514648438,40.70606231689453,-74.01348114013672,40.70615005493164,N,1515,25.25,0.019916879877191727,0.04732723931213876,40.70606231689453,-74.01327514648438,40.70615005493164,-74.01348114013672,,
id0773526,2,2016-04-02 14:58:45,2016-04-03 14:19:55,6,-73.98799133300781,40.7613410949707,-74.00292205810547,40.75627899169922,N,84070,1401.1666666666667,1.3777835932799052,0.05899870269784297,40.7613410949707,-73.98799133300781,40.75627899169922,-74.00292205810547,,
id3617210,2,2016-03-15 17:51:32,2016-03-16 17:18:04,1,-73.96560668945312,40.76578140258789,-73.97264862060547,40.75341796875,N,84392,1406.5333333333333,1.4972367802616573,0.06386923415657843,40.76578140258789,-73.96560668945312,40.75341796875,-73.97264862060547,,
id0312319,1,2016-06-17 19:01:34,2016-06-17 19:05:05,1,-74.00070953369139,40.66137313842773,-74.00070953369139,40.66137313842773,N,211,3.5166666666666666,0.0,0.0,40.66137313842773,-74.00070953369139,40.66137313842773,-74.00070953369139,,
id3576039,1,2016-02-19 12:21:15,2016-02-19 12:24:01,1,-73.95230865478516,40.77139663696289,-73.95230865478516,40.77139663696289,N,166,2.7666666666666666,0.0,0.0,40.77139663696289,-73.95230865478516,40.77139663696289,-73.95230865478516,,
id3897938,2,2016-05-16 14:27:17,2016-05-16 14:52:38,1,-73.99617004394531,40.74831008911133,-73.9923324584961,40.74665832519531,N,1521,25.35,0.3718118558491416,0.8800280611814002,40.74831008911133,-73.99617004394531,40.74665832519531,-73.9923324584961,,
id0067152,2,2016-02-27 21:04:05,2016-02-28 21:03:22,5,-73.99374389648438,40.72744369506836,-74.00133514404298,40.72924423217773,N,86357,1439.2833333333333,0.6702748991578613,0.027942027131191458,40.72744369506836,-73.99374389648438,40.72924423217773,-74.00133514404298,,
id2457514,2,2016-03-13 11:10:32,2016-03-13 11:11:04,2,-73.97796630859375,40.76633071899414,-73.97795104980467,40.7663688659668,N,32,0.5333333333333333,0.004432130480234281,0.49861467902635664,40.76633071899414,-73.97796630859375,40.7663688659668,-73.97795104980467,,
id0571411,2,2016-02-12 15:58:07,2016-02-12 16:42:37,1,-73.99286651611328,40.752960205078125,-73.9952621459961,40.75299835205078,N,2670,44.5,0.20183712634882064,0.2721399456388593,40.752960205078125,-73.99286651611328,40.75299835205078,-73.9952621459961,,
id3032018,2,2016-05-02 07:27:12,2016-05-02 07:35:54,2,-73.75617218017578,40.71608352661133,-73.75617218017578,40.71608352661133,N,522,8.7,0.0,0.0,40.71608352661133,-73.75617218017578,40.71608352661133,-73.75617218017578,,
id0356350,2,2016-02-08 19:24:01,2016-02-08 19:52:56,1,-73.92034912109375,40.759811401367195,-73.91867065429686,40.760601043701165,N,1735,28.916666666666668,0.16641657828020598,0.34530241026440434,40.759811401367195,-73.92034912109375,40.760601043701165,-73.91867065429686,,
id3527878,1,2016-06-06 03:30:32,2016-06-06 03:57:49,1,-73.99262237548828,40.74895095825195,-73.99107360839844,40.74882125854492,N,1637,27.283333333333335,0.13126096408403917,0.2886618635934887,40.74895095825195,-73.99262237548828,40.74882125854492,-73.99107360839844,,
id0688948,1,2016-04-14 20:13:28,2016-04-14 20:13:43,1,-74.16180419921875,40.83649444580078,-74.16180419921875,40.83649444580078,N,15,0.25,0.0,0.0,40.83649444580078,-74.16180419921875,40.83649444580078,-74.16180419921875,,
id0065810,1,2016-01-11 02:30:17,2016-01-11 02:42:26,1,-74.00205230712889,40.71916580200195,-74.00293731689453,40.718425750732415,N,729,12.15,0.11106164421636402,0.5484525640314273,40.71916580200195,-74.00205230712889,40.718425750732415,-74.00293731689453,,
id2051966,2,2016-02-27 00:01:22,2016-02-27 00:32:23,1,-74.00449371337889,40.74163818359375,-74.00234985351561,40.74528884887695,N,1861,31.016666666666666,0.44430157756685185,0.8594764531115887,40.74163818359375,-74.00449371337889,40.74528884887695,-74.00234985351561,,
id1832712,2,2016-05-03 22:10:35,2016-05-03 22:17:20,1,-73.981201171875,40.76393127441406,-73.98116302490233,40.76403045654297,N,405,6.75,0.011486971303221134,0.10210641158418786,40.76393127441406,-73.981201171875,40.76403045654297,-73.98116302490233,,
id2792744,2,2016-03-21 21:35:23,2016-03-21 21:51:25,1,-73.97429656982422,40.75373840332031,-73.97174072265625,40.753730773925774,N,962,16.033333333333335,0.21528745559298115,0.805649521969576,40.75373840332031,-73.97429656982422,40.753730773925774,-73.97174072265625,,
id3013398,2,2016-05-17 12:43:48,2016-05-18 12:38:03,2,-74.00262451171875,40.733619689941406,-73.9944839477539,40.75060272216797,N,86055,1434.25,2.009106084796473,0.08404836331726574,40.733619689941406,-74.00262451171875,40.75060272216797,-73.9944839477539,,
id1855512,2,2016-01-29 02:40:15,2016-01-29 02:40:25,1,-73.95912170410156,40.71208953857422,-73.95912170410156,40.71208953857422,N,10,0.16666666666666666,0.0,0.0,40.71208953857422,-73.95912170410156,40.71208953857422,-73.95912170410156,,
id3776196,2,2016-04-02 12:28:59,2016-04-02 12:40:17,1,-73.99754333496092,40.73507690429688,-73.99617004394531,40.73629379272461,N,678,11.3,0.1780378533258884,0.9453337344737436,40.73507690429688,-73.99754333496092,40.73629379272461,-73.99617004394531,,
id3134126,2,2016-03-20 04:14:27,2016-03-20 04:15:06,1,-73.9695053100586,40.75765228271485,-73.9695053100586,40.75765228271485,N,39,0.65,0.0,0.0,40.75765228271485,-73.9695053100586,40.75765228271485,-73.9695053100586,,
id1414524,1,2016-05-04 09:04:33,2016-05-04 09:05:48,1,-73.79019165039062,40.64348220825195,-73.79019165039062,40.64348220825195,N,75,1.25,0.0,0.0,40.64348220825195,-73.79019165039062,40.64348220825195,-73.79019165039062,,
id0796177,2,2016-04-20 16:41:06,2016-04-20 16:41:22,1,-73.93710327148438,40.76482009887695,-73.93710327148438,40.76482009887695,N,16,0.26666666666666666,0.0,0.0,40.76482009887695,-73.93710327148438,40.76482009887695,-73.93710327148438,,
id1773159,2,2016-05-06 12:34:38,2016-05-06 13:13:40,2,-73.97554779052734,40.724212646484375,-73.9764633178711,40.72307586669922,N,2342,39.03333333333333,0.14808939114314446,0.2276352724659778,40.724212646484375,-73.97554779052734,40.72307586669922,-73.9764633178711,,
id3541058,1,2016-02-27 18:20:47,2016-02-27 18:21:32,1,-74.0265121459961,40.74811172485352,-74.0265121459961,40.74811172485352,N,45,0.75,0.0,0.0,40.74811172485352,-74.0265121459961,40.74811172485352,-74.0265121459961,,
id1247127,2,2016-03-10 12:43:31,2016-03-10 12:51:17,1,-73.96054077148438,40.812801361083984,-73.96054077148438,40.812801361083984,N,466,7.766666666666667,0.0,0.0,40.812801361083984,-73.96054077148438,40.812801361083984,-73.96054077148438,,
id0816020,2,2016-04-20 14:26:26,2016-04-20 14:38:04,1,-73.99000549316406,40.73469161987305,-73.99004364013672,40.734233856201165,N,698,11.633333333333333,0.05100237603343481,0.26304950389737153,40.73469161987305,-73.99000549316406,40.734233856201165,-73.99004364013672,,
id0267287,1,2016-03-27 12:31:48,2016-03-27 12:39:38,1,-73.94561767578125,40.75161361694336,-73.9456329345703,40.751628875732415,N,470,7.833333333333333,0.0021285820604720973,0.016304032803616062,40.75161361694336,-73.94561767578125,40.751628875732415,-73.9456329345703,,
id2418561,2,2016-02-04 01:02:57,2016-02-04 01:11:39,6,-73.97447204589844,40.75484848022461,-73.97447204589844,40.75484848022461,N,522,8.7,0.0,0.0,40.75484848022461,-73.97447204589844,40.75484848022461,-73.97447204589844,,
id3839776,1,2016-01-25 17:19:05,2016-01-25 17:27:30,1,-73.76478576660156,40.639026641845696,-73.76470947265625,40.638721466064446,N,505,8.416666666666666,0.03453922497596223,0.2462202176504238,40.639026641845696,-73.76478576660156,40.638721466064446,-73.76470947265625,,
id2706000,1,2016-01-17 00:25:13,2016-01-17 00:28:10,1,-73.95466613769531,40.82100296020508,-73.95466613769531,40.82100296020508,N,177,2.95,0.0,0.0,40.82100296020508,-73.95466613769531,40.82100296020508,-73.95466613769531,,
id0602796,2,2016-01-28 12:25:51,2016-01-28 12:31:17,1,-73.98381805419923,40.737586975097656,-73.98381805419923,40.737586975097656,N,326,5.433333333333334,0.0,0.0,40.737586975097656,-73.98381805419923,40.737586975097656,-73.98381805419923,,
id2466113,2,2016-05-22 09:59:56,2016-05-22 10:02:52,2,-73.9887466430664,40.745311737060554,-73.9887466430664,40.745311737060554,N,176,2.933333333333333,0.0,0.0,40.745311737060554,-73.9887466430664,40.745311737060554,-73.9887466430664,,
id1022132,2,2016-06-19 13:33:38,2016-06-19 14:00:45,1,-73.94101715087889,40.83965301513672,-73.94084167480467,40.83984375,N,1627,27.116666666666667,0.02584024240699394,0.057175705387325255,40.83965301513672,-73.94101715087889,40.83984375,-73.94084167480467,,
id1795325,2,2016-04-08 04:23:37,2016-04-08 04:24:06,2,-74.04054260253906,40.71708679199219,-74.04055023193358,40.717090606689446,N,29,0.48333333333333334,0.0007703058575621579,0.09562417542150926,40.71708679199219,-74.04054260253906,40.717090606689446,-74.04055023193358,,
id2112388,2,2016-06-18 00:21:46,2016-06-18 01:14:04,1,-73.90241241455078,40.63362884521485,-73.90245819091797,40.63370895385742,N,3138,52.3,0.009709173086592448,0.011138630692075468,40.63362884521485,-73.90241241455078,40.63370895385742,-73.90245819091797,,
id3819108,1,2016-06-08 12:06:42,2016-06-08 12:07:42,1,-73.8670883178711,40.77034378051758,-73.8670883178711,40.77034378051758,N,60,1.0,0.0,0.0,40.77034378051758,-73.8670883178711,40.77034378051758,-73.8670883178711,,
id0309508,2,2016-04-30 00:27:52,2016-04-30 00:38:03,1,-73.9890365600586,40.73078918457031,-73.9890365600586,40.73078918457031,N,611,10.183333333333334,0.0,0.0,40.73078918457031,-73.9890365600586,40.73078918457031,-73.9890365600586,,
id1704261,1,2016-02-19 00:02:02,2016-02-19 00:02:09,1,-73.9823989868164,40.76359939575195,-73.98239135742188,40.76359939575195,N,7,0.11666666666666667,0.0006425487711029054,0.3304536537100657,40.76359939575195,-73.9823989868164,40.76359939575195,-73.98239135742188,,
id2203756,1,2016-01-04 12:34:46,2016-01-04 13:35:22,1,-73.99533081054686,40.74473571777344,-74.00181579589844,40.74584579467773,N,3636,60.6,0.5600877723556099,0.5545423488669405,40.74473571777344,-73.99533081054686,40.74584579467773,-74.00181579589844,,
id3955364,1,2016-05-26 00:33:12,2016-05-26 00:33:20,1,-73.91295623779298,40.65348052978516,-73.9129638671875,40.65348052978516,N,8,0.13333333333333333,0.0006436121842440867,0.289625482909839,40.65348052978516,-73.91295623779298,40.65348052978516,-73.9129638671875,,
id1148048,2,2016-06-04 14:22:55,2016-06-05 14:19:45,2,-74.00235748291014,40.739871978759766,-74.00155639648438,40.7465934753418,N,86210,1436.8333333333333,0.7504371576942892,0.03133712756872105,40.739871978759766,-74.00235748291014,40.7465934753418,-74.00155639648438,,
id2500786,2,2016-05-09 18:14:42,2016-05-10 17:44:54,1,-73.8636245727539,40.7696647644043,-73.9838638305664,40.773868560791016,N,84612,1410.2,10.13610741073694,0.431262547613258,40.7696647644043,-73.8636245727539,40.773868560791016,-73.9838638305664,,
id1383932,2,2016-04-12 16:25:53,2016-04-12 16:35:16,1,-74.01446533203125,40.7143669128418,-74.0140380859375,40.713966369628906,N,563,9.383333333333333,0.057274334225567186,0.36623020108710813,40.7143669128418,-74.01446533203125,40.713966369628906,-74.0140380859375,,
id0128268,1,2016-06-27 22:05:47,2016-06-27 22:24:26,1,-73.98931884765625,40.72686767578125,-73.98928070068358,40.72614288330078,N,1119,18.65,0.08065732859945278,0.25948738423416445,40.72686767578125,-73.98931884765625,40.72614288330078,-73.98928070068358,,
id0843794,2,2016-01-08 08:09:48,2016-01-09 07:23:50,2,-73.99571990966798,40.74893951416016,-73.97989654541014,40.75227355957031,N,83642,1394.0333333333333,1.3835028131556106,0.05954676032806722,40.74893951416016,-73.99571990966798,40.75227355957031,-73.97989654541014,,
id2763214,2,2016-05-14 20:15:00,2016-05-14 20:31:19,5,-73.98442840576173,40.72476577758789,-73.98442840576173,40.72476577758789,N,979,16.316666666666666,0.0,0.0,40.72476577758789,-73.98442840576173,40.72476577758789,-73.98442840576173,,
id1019420,2,2016-05-18 02:44:32,2016-05-18 02:49:56,1,-73.9836196899414,40.76448059082031,-73.98454284667967,40.76414108276367,N,324,5.4,0.08642838529565193,0.9603153921739103,40.76448059082031,-73.9836196899414,40.76414108276367,-73.98454284667967,,
id0751611,1,2016-03-13 01:59:04,2016-03-13 03:02:11,1,-74.00509643554686,40.71930313110352,-74.00556182861328,40.7111701965332,N,3787,63.11666666666667,0.9051912940955985,0.8604934403866266,40.71930313110352,-74.00509643554686,40.7111701965332,-74.00556182861328,,
id0384346,2,2016-03-02 12:38:17,2016-03-02 12:43:24,1,-73.96404266357422,40.797828674316406,-73.96417236328125,40.79808044433594,N,307,5.116666666666666,0.03004906836805053,0.35236692548854043,40.797828674316406,-73.96404266357422,40.79808044433594,-73.96417236328125,,
id2020993,2,2016-06-07 16:38:55,2016-06-07 17:06:55,1,-73.95394134521484,40.82189178466797,-73.95394134521484,40.82189178466797,N,1680,28.0,0.0,0.0,40.82189178466797,-73.95394134521484,40.82189178466797,-73.95394134521484,,
id2962134,2,2016-01-22 15:09:49,2016-01-22 15:10:11,1,-74.0269775390625,40.75002670288086,-74.0270004272461,40.750045776367195,N,22,0.36666666666666664,0.0028662601467634562,0.46902438765220195,40.75002670288086,-74.0269775390625,40.750045776367195,-74.0270004272461,,
id1322274,2,2016-04-27 12:21:08,2016-04-27 12:21:17,1,-74.00521850585938,40.73394012451172,-74.00521850585938,40.73394012451172,N,9,0.15,0.0,0.0,40.73394012451172,-74.00521850585938,40.73394012451172,-74.00521850585938,,
